User ID,Heart Rate (BPM),Blood Oxygen Level (%),Step Count,Sleep Duration (hours),Activity Level,Stress Level
4638,90.76257818155062,94.86025082018959,6851.846184119823,6.2352107379111565,Seddentary,4
2267,70.81290842831523,97.22179633904045,15182.671678713365,8.763732503534627,Highly Active,4
3879,70.01131339671613,99.86637885565929,502.63064367231584,7.392793781685005,Highly_Active,10
2528,92.67102360421899,95.07724752637232,8627.838331974384,5.879630133172693,Highly_Active,2
4202,68.10013871862537,100.0,8808.584353607528,6.85791352875736,nan,4
4556,60.82606954030797,96.92388341755054,11060.18312546085,6.827247743905267,Seddentary,1
4890,63.77805794778227,95.87135566650205,2193.8458799106043,6.191851668087015,Highly_Active,6
1646,86.22925548074167,100.0,3771.226371764287,6.773624050574219,Actve,5
3068,115.07828810239958,99.92804063734225,1918.3721423532977,ERROR,Highly_Active,4
3888,61.684635107264285,99.62675298510825,2583.07391148787,5.9659790984499725,Seddentary,8
3214,84.67722962095758,98.46340229262316,24206.2616051376,7.146885698832684,Seddentary,1
2297,77.3066427033104,95.85509586003876,4129.763765545851,5.707628633446368,Active,2
3435,91.92283491914716,100.0,13212.611307247618,5.1626892969962945,Actve,1
1600,84.54568992813458,98.05750152154894,11089.115753737859,6.439034704731956,Actve,8
3363,92.85283683620152,98.27067917804666,4115.534710037573,5.7909211045386755,Active,1
3061,79.38203545794906,98.78567385638786,33956.717086940276,4.516866155064028,Active,7
4060,62.47839020361005,99.98256600965301,12862.301512481752,4.554312521868752,Sedentary,6
3041,64.79977847671675,94.74385746938631,4613.859265597315,ERROR,Highly_Active,10
3824,78.17970894479012,97.91523601154992,2594.4605625871945,6.635850437551147,Highly Active,10
4417,82.00624112263787,97.09234007387157,547.9601823590517,6.971046408605005,Highly_Active,5
3612,69.23683245606956,100.0,4375.802149359456,6.052030514727384,Actve,2
3945,,100.0,3124.1180379898547,4.229887888280923,Actve,1
2363,89.11832897571975,98.58593453879398,8698.434753413825,5.188802886693731,Active,2
3139,43.74140206186796,95.37323750308747,139.12193009620555,6.017092237155613,Seddentary,3
2390,73.15646556066172,96.81891253134198,12463.56299657755,7.154135026423208,Sedentary,5
4003,59.55423801799281,92.9484073471339,3772.5131738940513,3.877074076547937,Highly_Active,2
2478,103.59423924190713,100.0,4440.616862383574,3.0331901438352027,Actve,7
4499,41.709895125700164,96.85734694900182,1413.015778366187,ERROR,Highly_Active,4
3556,81.28112871682107,100.0,19406.116741421207,7.39682049463106,Active,2
1775,76.84986596442882,96.880668208062,3556.9885933914557,5.185877160562438,Highly_Active,1
1034,87.20860676159504,97.60522245561137,12948.306889363626,6.147988867222518,Sedentary,5
3253,79.84141585314687,97.24506117642059,1897.6421295573546,5.868158558451618,Actve,4
4152,106.0398703170913,94.8075262835834,711.5706418947933,6.934494780867866,Seddentary,10
2955,88.76895700279972,94.74363714609684,7069.614654949177,5.738883539240584,Highly Active,7
2585,47.42860420621099,100.0,29130.793780394346,4.777099520399842,Highly Active,2
4943,96.06324242512707,96.47894031643833,7287.851972874099,7.233968841889179,Highly_Active,1
4459,78.04729995908488,99.49580560965047,6568.200016845597,9.221594405490784,Seddentary,9
4073,96.08870081294506,100.0,4086.669126868351,7.294682104834459,Highly_Active,2
2021,70.24380997861381,97.17113365305784,2336.5834058108244,ERROR,Highly Active,7
4461,59.06505477637778,98.9211809875014,3945.0729019077808,6.178609405931418,Actve,9
3613,56.22934454812436,98.57779006324172,1129.0479096393367,5.316882942475544,Highly Active,8
2129,90.92094064903146,98.66834392840322,2125.795897091995,5.888655484250663,nan,4
4843,86.95767522612503,98.97829842731086,4677.617159394465,7.088511896845253,Highly_Active,8
4893,66.12078656148493,95.60040643806028,1094.903090046211,8.280848393722522,Highly_Active,2
2500,40.0,95.10799128880181,10975.782024074046,8.347840357315645,Active,4
1702,91.49512214091325,97.9311802379078,81.40070247967869,6.755557053735298,Actve,6
3449,44.43713860466395,100.0,2716.059515178237,6.780194960726512,Actve,6
,107.60866727528338,99.83937258356679,5089.120900770564,6.578324868497736,Seddentary,10
2579,53.318786295356645,95.1680515708946,18510.383600793906,7.356516893585851,Highly Active,2
1161,75.21115231997146,99.15080770482548,5964.2160569161915,6.572139758559597,Sedentary,2
1201,78.45025106632437,98.50506740050916,2445.948968474364,6.596702992213861,Actve,6
2981,,98.27655830471572,3039.112275722695,5.209658021888749,nan,6
1995,79.86425437233821,98.24457119050192,2899.693561281765,5.17396898272294,Actve,9
3317,76.95659337983253,98.6161095830068,1392.3105217738678,5.463284333002888,Sedentary,5
4934,68.48889181446559,97.93977886187646,1095.3378772114831,6.859884216816134,Actve,9
1815,71.64829086090947,96.80491907344874,4586.044328798531,6.040399919060085,Seddentary,9
4342,65.222719273255,97.55307152771054,2205.4787957210165,10.373567261347175,Highly_Active,4
1455,76.73815113829926,94.30245047993759,674.3650390053248,7.081894958676389,Highly Active,10
4533,48.69171889861817,99.04517538205448,1707.6988371982557,8.856211394753263,Seddentary,8
4798,79.73192298408621,98.99650465502316,5148.380815351019,8.727118503133312,Highly Active,10
2275,73.51992099919377,100.0,2078.408788105279,7.137004744087928,Seddentary,9
2016,87.62148625159087,99.22451076734933,1900.2930606862524,6.4387418991911245,Seddentary,9
4773,70.44503588445043,97.61730184183335,6785.191985166476,5.151511516990889,Highly Active,3
3343,84.03342652423316,98.9734316518969,8185.114412708236,5.597203452787953,Active,1
4796,83.2803785473649,97.36306549811862,1932.5426269498819,7.760553060485513,Actve,6
3767,72.91402277273573,96.65776603380087,4472.486342798441,6.904472998463502,Actve,6
4820,80.29323472179179,93.21914653312186,10124.295006162718,5.5363251457819045,Highly_Active,10
1337,54.860006051222676,98.77628474345025,8196.119301806662,6.188868739068484,Highly Active,4
1878,95.12348222971352,98.99749752313352,502.6582550612419,6.994175947492631,Sedentary,9
,66.81680741109639,100.0,3124.784179261306,6.537212394657949,Active,7
1791,72.3252647864868,100.0,8993.134821714695,6.14274577608632,Actve,3
4993,59.20747694018303,98.69426496850762,1384.3563063142203,6.417811276247835,Actve,2
3264,63.47682463286045,95.50820974193736,1526.4581146597218,2.876708530364892,Actve,10
1763,99.65307299113516,95.59658917585436,6963.015193033687,6.527310833422338,Actve,7
3235,77.06835233367562,98.44328703246289,2336.0913961347014,4.9125741606794975,Active,2
1379,70.54823343388225,99.7947541952559,2738.3515639736934,7.0452135187462535,Seddentary,1
1492,70.46467123031033,99.91706621087498,5178.966242150083,6.700942653968059,Highly Active,4
4112,75.02968227011456,97.1316693156662,9720.336711646423,7.622609473868736,Seddentary,2
2180,85.8368660629435,93.79926728944457,4828.115252487318,7.637279093784636,Highly Active,10
3062,77.9075780573226,,15672.467751520977,9.079469571860296,Sedentary,10
4884,78.22792335256342,,789.3659221153739,3.5252990125882064,Seddentary,3
1064,61.1524062710546,98.67071422587948,9821.21381815547,6.310912758751652,Active,6
4928,70.59301387035003,97.47398145809915,,3.439287691081752,Highly_Active,6
4910,77.34780701952718,97.40257093962528,11875.902858549825,7.236044873875793,Sedentary,9
3568,74.53213745540943,98.95516141732877,2662.7096863553606,6.249454675431915,Sedentary,7
2367,68.76188373904637,97.2803980607483,4605.831296112485,5.793858376827125,Actve,4
2152,67.38743157053432,100.0,12144.917463685495,6.900527747560983,Actve,4
3027,81.53346713105508,97.61892652659957,12477.43599192999,4.92071693287113,Actve,10
3695,81.90295747522677,94.54069654674352,3301.127469376475,ERROR,Highly Active,4
2495,89.84118985474154,92.90617322866449,12089.514024854363,6.1333751255786995,Actve,7
4134,77.93675733482405,99.0676373390759,8028.70324132417,6.614799904858036,Seddentary,5
2162,43.85677975100486,99.26840701915177,3686.664098492036,6.307210944457424,Sedentary,9
2522,110.37436411299208,99.23093185164453,24477.521605096616,7.883614775842309,Seddentary,9
3640,74.86797763642983,95.37734528539282,219.67129297418222,4.696693032339106,Highly Active,6
1391,68.84966037503412,96.22980352542878,3376.380229370476,7.742313111452674,Highly Active,7
2698,74.12758955245374,100.0,2566.598644639498,5.722153000379814,Actve,10
1418,69.05858943073387,97.6309379835583,19215.95329005997,5.7352500324197315,Sedentary,2
3336,62.71943844859027,96.76113260791941,733.2722927664666,7.819089459744227,Highly Active,9
1378,84.21830058362573,100.0,6922.490068391064,6.0976959273196805,Active,10
2796,72.77180576789344,95.94128721003887,8826.963924500315,7.420672731221867,Sedentary,8
4561,73.65840764459172,97.16845086943673,1424.894925005786,7.448680584772695,Highly Active,5
3278,40.0,100.0,1137.2002831156026,5.976296083423835,Highly_Active,8
4065,71.60267669956232,100.0,343.0916221502297,6.849409870193006,Highly Active,4
3088,58.85087469385456,100.0,1211.1066507295318,5.774156108593483,Seddentary,7
4099,,99.47846124734146,11559.663605929032,6.470651489160172,Highly_Active,7
3182,78.54420140929575,100.0,20171.34806777914,7.210528171310017,Actve,5
1200,65.79732762131938,99.88366106005783,16218.367282531883,5.064869419306278,Highly_Active,2
3996,67.86687621901916,98.66197385965623,3182.272720604454,7.1604398353347145,Active,9
1779,76.44865772926259,98.02350291828002,9059.210516670744,ERROR,Highly_Active,8
3977,67.40229905855266,97.39335207790754,12283.013042428485,4.266500725942315,Seddentary,4
4104,59.17030455395178,95.51981294088422,11717.29329451687,5.380883658255592,Actve,6
4119,49.17741529590679,93.57159171339238,453.15071406583155,5.462778122563456,Sedentary,3
1502,80.04863676023686,99.90685985839434,1692.9884987824223,5.833417505835631,Active,4
3454,67.252431084307,97.79977972676271,19571.85332662096,5.066163249054267,Highly Active,3
4645,50.01718423919689,96.28539144812149,9426.989695233093,7.9087393433335045,Active,9
,93.6849381365856,100.0,12585.248673423683,,Highly_Active,10
1804,80.07038245875742,100.0,5052.601964654232,5.318184083631053,Sedentary,8
3146,57.180742071364186,97.68595397390412,3495.231803282522,4.768744988189237,Highly Active,4
3731,64.4304570606055,99.13879466230158,7373.27081184073,6.479991628045297,Active,1
2895,90.6961795076953,97.94600556899574,4481.980272248738,,Seddentary,7
3773,,97.27196314826882,3276.1747781413133,9.731299822824667,Active,4
2570,68.72444585895444,100.0,2992.639169880838,5.488131501454205,Highly Active,4
1960,86.26012731752924,98.53932811098862,1203.0536892067316,3.08756038228468,Seddentary,3
4810,72.48274673482852,95.50156669908232,5276.423807620031,4.268778058259655,nan,7
3660,93.44505489584634,98.72611217202197,5135.54707282312,3.8263117567977587,Seddentary,2
2485,68.80949637450063,99.26894454136065,6254.337834887769,7.125259327767962,Sedentary,
3690,66.44446027771292,100.0,864.858764245684,6.646291719541397,Active,7
4840,75.24887879046642,98.5809261937223,17249.389643712,6.825785787271773,Sedentary,1
2028,89.47016187546078,98.11660152765221,9485.092745383201,8.18889568697907,Actve,3
4289,78.742697240681,99.02819961493528,982.5958999288506,8.943408350875643,Seddentary,10
1502,76.55317711240352,95.89435393764603,578.6813094922654,7.764433702650757,Highly_Active,10
3814,62.889202158957715,100.0,7208.581212278144,7.6027899386011555,Highly_Active,2
1397,60.68525638276526,100.0,2924.5642136479955,4.288912580313359,Highly Active,4
1870,89.4866360568308,,2689.8499106344157,5.737108446097524,Seddentary,6
3842,91.06263529288398,98.6337287188812,12827.679181612068,8.577232386961175,Highly Active,4
1392,90.57892673522362,95.24520065229726,2963.370846914196,5.675509493666846,Highly_Active,3
1206,86.86575833160546,98.05698059375466,7001.169617774577,8.158331550105242,Actve,2
2038,81.69775150066978,98.99750865789531,5391.3241890110785,6.685071149386853,Active,4
2881,81.46814335252458,95.94900071082627,2135.8619153963446,7.674778899633203,Actve,2
4625,77.00389865347886,96.90902721525266,2820.499045246861,5.192240973327088,Highly Active,6
3939,83.43108250771836,97.03001616927098,20076.65648348576,7.644700900619749,Sedentary,10
2484,74.37464051511083,96.7496088488571,2817.701132956113,5.540783778974028,Seddentary,5
4762,,100.0,10727.44928910123,6.845818263476917,Highly_Active,4
4646,88.76339715679534,97.66975400696255,13826.856789699084,6.456353840543829,Highly Active,3
1863,56.133555621574075,100.0,515.8120845964711,8.28805715452407,Sedentary,3
3790,91.44470868375996,97.02664037869138,7615.898182593823,7.748108942640197,nan,2
4312,74.13282595925108,97.3091042146599,9683.386786190753,3.851434094768687,Highly Active,7
1563,96.87299788219897,98.09282329847017,3984.3965895804254,5.284399794605395,Actve,9
2020,94.05699291129703,98.41265918105562,5896.811976710864,5.546161546930425,Seddentary,1
1095,59.53872048734594,95.89695059952784,1235.5387046898709,7.537609190324735,Seddentary,9
2923,,98.7106374609031,,5.756958709255954,Highly_Active,8
2757,47.01249601309016,95.77689365442751,8609.031145202363,4.865952173453847,Sedentary,10
3532,69.20884528454692,100.0,6459.176948949807,4.453028953662619,Highly_Active,1
4478,80.33609411434321,96.93440683473743,1026.4035068138812,7.591030383062162,Highly_Active,1
3278,87.70431462503394,99.72999703491654,30988.40542353572,3.3896973033629685,Sedentary,6
3796,76.03854179443313,96.87815609549823,19440.578006932505,8.082705695430972,Seddentary,7
2678,81.64139370583213,100.0,1776.277368075498,4.569632159105675,Active,9
4242,64.46343898436206,97.05209741624991,14562.845594002065,5.828423437068083,Seddentary,10
1540,74.7147103561669,97.89234394297232,2175.8840329085815,4.747244645575727,Highly Active,6
2059,66.14762391319609,97.51604350297939,5806.604228113778,5.121265137921359,Highly_Active,5
3572,79.23837660728759,97.40902247077759,10664.4594291484,6.164875694143121,Actve,2
2183,95.84591823727804,95.06386212906627,2952.017286144822,,Seddentary,7
4910,74.14594932977909,96.54644482563802,5670.085910553414,4.18048162964046,Highly_Active,1
2722,54.43357220645869,98.7018509348468,4189.36091984426,5.891945395410191,Highly Active,4
4314,77.94414386144683,99.0942067577891,9995.609870892891,6.654850175960306,Highly Active,5
4157,85.58153620111287,95.72513479569673,4559.680890651018,7.201927707147318,Highly Active,6
2819,61.22960336610643,96.69180138284256,5857.687403447742,3.4363723019945125,Actve,1
3625,93.62761732737323,97.84183559322963,13075.542912738212,5.781740937390867,Highly Active,9
3729,66.05490978376272,98.16278419366635,8396.27663876368,3.4195731170806924,Highly_Active,9
3604,63.59647174795203,98.76671182209762,5248.071248881397,5.737647903680929,Actve,4
2597,48.29069569280374,100.0,4330.065941300634,5.854305801115332,Sedentary,1
4060,79.03199138812126,98.67265782984332,948.8592351388509,7.443713844750055,Sedentary,8
3693,102.23987279219071,95.99049154062146,406.121882385743,7.960138195142298,Highly_Active,8
1795,80.50125062928394,99.38964933719835,21369.886287510155,4.967314685694361,Seddentary,7
2051,63.987252548147126,99.96330382285716,1445.0940352366893,6.941393558707121,Highly_Active,10
2643,82.69826021357441,94.83913327002664,2269.1803950084222,7.4825163261372225,Actve,3
4627,87.00529730355206,98.9396183616329,6608.305534832591,5.379426201444249,Sedentary,2
2363,92.40997848102624,100.0,12318.803171980628,7.659508233956084,Highly Active,7
4869,56.475342544468255,96.70362930760268,12534.283530798717,6.703951063176151,Sedentary,10
2981,98.29589655063174,99.39471152536329,12389.194829463395,6.089815399849071,Active,7
2354,78.20169113983798,96.5997326529015,26745.048356271258,6.712643346138789,Highly Active,5
2663,101.29791837767971,97.40637863389955,401.20215224931144,4.12969732447451,Actve,9
2529,77.33382320797311,96.23824719309765,3574.00856978084,6.710695886778446,Active,7
3038,83.65144555208543,99.24567736500396,17140.380483773857,5.231294950506776,Sedentary,8
4419,60.77058106824265,99.53060892875865,4409.0750191821335,6.5432423081348325,Actve,6
2496,89.77260997496602,98.83911860696458,14351.714500877504,5.891270361606108,Sedentary,1
4302,58.84630533905789,99.188750781023,124.69929669321468,6.932588320017508,Highly Active,9
3237,79.03167962975238,99.44856181562345,4913.4483807742145,8.2878040546915,Sedentary,7
4296,68.54190336153539,100.0,17898.02674672559,6.690708383729154,Highly_Active,10
2408,73.67842679662235,96.84998229396838,2119.881586791321,8.000678574238497,Sedentary,8
2400,91.27837160351666,92.93868315508351,18580.734366697518,4.965617825434963,Actve,2
2306,69.67466234905753,97.18215971113278,59.59396646014253,8.650519801546139,Seddentary,7
3680,91.58512481845912,97.19876802490182,575.5159769806193,4.9809033117447115,Highly Active,10
,68.89554828898295,99.64263605476144,4534.869789313638,4.619842453664869,Sedentary,3
1972,76.96358985233051,,787.3194835331317,6.087754845734574,Actve,3
2768,107.24725531203877,98.53953864551967,1789.6429357418062,5.833310182953129,Highly Active,4
2282,76.82582986410395,100.0,2472.0184722046174,4.127010372564056,Seddentary,10
4430,73.86205360509949,98.0269822347912,4597.652883874285,4.808233903821763,Active,9
1709,77.09921086985774,,3465.9709114532848,1.1086136901126222,Highly Active,9
2479,70.04625716505899,96.58308973515493,17870.587343756924,4.47317008767848,Highly_Active,5
2434,,99.44049922138063,15201.79813874342,5.51023958816301,Active,10
1648,105.88722289128762,97.82079124349927,9650.252814923095,8.734771438787751,Active,10
1317,68.90513658046484,96.86642399951526,7537.441440355186,7.569560060432488,Highly_Active,3
4748,52.16283521684334,98.11613797012116,1600.092568073076,6.985249957758299,Highly_Active,6
4296,72.66890386041234,99.6792098276783,6446.067825522555,9.747931492338019,Highly Active,5
4890,80.35309969976838,97.78038196478796,1113.485230583091,3.8113712537147086,Highly_Active,6
2257,71.88306593741711,97.66808372912126,4219.551786515372,6.398450545295098,Actve,4
1683,74.268838528732,97.90548256095046,4333.083234506869,9.553163552265328,Seddentary,
1663,72.54145634962245,98.54160098742783,8191.734564757485,ERROR,Active,1
2998,81.38305189044041,98.4141491407052,12618.046919269944,5.258330128100462,Actve,8
4898,87.284667869019,98.39044954301858,2704.809696406755,7.726007179079694,Highly_Active,5
4445,72.1130399479186,95.56106113808868,294.37273740538797,5.664921451739373,Sedentary,9
4743,113.84469522503318,97.70704559930445,336.76500377009444,8.388950360490332,Seddentary,10
2631,,100.0,14546.257845281827,7.747236285834482,Highly_Active,3
2495,74.91815067280284,99.15525685346988,4663.163287935217,6.214264019717763,Highly Active,6
4304,55.223480532530665,100.0,1995.2498160248033,7.970859235883354,Highly Active,3
4763,76.71408989893025,98.82701176596868,229.7360910196363,6.1466783954782915,Highly_Active,7
2136,87.20828473069304,98.43586377313358,5266.778763707192,6.699068563123942,Highly_Active,1
2853,87.32325259770354,100.0,1032.1529396360056,7.3778645542752574,Sedentary,6
2520,,97.11572740227354,3777.3136555054325,5.915694749772069,Seddentary,4
3489,76.73042364199841,97.00411026624701,5080.816673610879,8.765432868819229,Active,2
1563,67.79119956133154,100.0,1822.287355807002,6.604977936316917,Sedentary,6
2291,97.45794253147719,99.80964940042944,1551.834305368265,6.934471743375855,Seddentary,1
4581,76.85518906792677,97.43613245380318,140.04816182779095,4.52541427377608,Highly Active,4
4878,40.73686036070599,96.73191999318539,6165.127154683073,5.533187095483114,Active,1
4457,80.52490497981967,95.93703252771866,1565.8665209210412,6.744326130189821,Highly_Active,8
4458,45.7517813648615,97.36307445335171,14739.259474568631,7.803102859787511,Highly Active,3
4184,81.75173761372798,99.84518679228613,6480.438710370166,8.619396255538014,Highly_Active,2
2636,113.80797364258152,93.6540351088064,5690.050291343851,4.908980148216912,Active,8
4696,95.40519232575897,100.0,4917.924746296592,5.260072629398884,Seddentary,6
3999,,99.4159026741625,1697.266504878747,4.655226324116905,Sedentary,7
4152,65.10809432213114,95.9351257134144,24409.67651168888,7.240419186558927,Active,Very High
1698,94.11247920889946,98.11743077197389,23888.207288125366,8.619994048068182,Seddentary,5
3160,84.53835599599404,96.98896336577762,2712.7481243433176,6.263040228574056,Sedentary,1
2781,70.99739187269046,96.19289560633513,10479.524853926308,6.587561613388724,Highly_Active,8
1641,66.91860561763559,98.58284666183097,888.838963563419,6.698795540632846,Highly Active,5
3267,61.39891555044546,99.07805970797837,10615.741291973283,5.7963947985404705,Actve,6
2589,80.62025927143733,99.53886825795105,2361.3612179852926,4.668037558619413,Seddentary,2
1854,68.7485508416751,94.42641879831383,2388.9040241426683,8.089944185815268,Sedentary,6
2759,77.51771754116675,97.1139988803455,4954.036228893475,6.7313797852991755,Seddentary,6
4296,88.91651836557264,99.24301649908787,3486.85119170833,5.677729090219002,Seddentary,9
3432,68.37437443783315,99.94165204492971,877.6025539654142,11.007690206138836,Actve,7
4474,84.67649664301247,98.50499378273386,6293.921563111183,6.495746917345917,Actve,8
2661,93.33493808328602,100.0,1684.1967526532555,3.931969638631375,Actve,3
2153,80.92770929360034,98.39173390125853,4114.951912916812,7.482213295004548,Actve,4
2076,85.49349922277315,99.0562240966715,1838.7474736644951,3.7376873048020935,Highly_Active,10
2707,81.03959246727018,96.3294701439148,13643.081515781116,7.199017778404964,Highly_Active,8
3777,75.24393052033672,99.45274148819882,2887.6572809366257,7.159196759938225,Highly Active,10
2695,87.55707506577178,95.38846794311286,15293.043546078896,8.569830220834548,Actve,10
2733,99.13821216950998,95.95240549036134,2762.6861972978936,4.996536701449671,Actve,3
2439,87.82487110834097,96.46482389392008,1384.8645997730125,6.059506321548279,Sedentary,8
3294,,100.0,6016.638206964106,6.396388806244134,Active,3
1835,72.48805972603434,97.28539570091259,5669.93458022816,7.798633988482986,Sedentary,8
4510,73.04915795344284,98.89500782553817,6753.103317602651,7.151364486203832,Highly Active,2
1202,89.21141358470769,99.12318800307749,2518.153359276865,7.278189135215216,Highly Active,1
4255,67.10640488449445,99.060168914615,2699.317389237802,8.328238982121865,Actve,3
1122,59.63442204468844,95.97640651743511,1897.427566789096,6.166775540630666,Actve,8
1400,82.0338509383178,98.73580290394335,18456.716290150518,8.694089344289967,Seddentary,6
1766,75.32464442013261,96.06040154986012,8040.997067538851,6.367496384344239,Seddentary,4
,97.21974772588112,94.71327355181684,9881.450279253548,7.843191656583698,Sedentary,2
3327,41.15035430521517,100.0,1511.1177483074885,5.756729164840463,Sedentary,
4908,78.12127296383603,97.50413937524776,7584.237507153758,7.392546637143738,Highly Active,5
3931,68.9440900100706,97.60510069461758,10067.958299781503,8.237226710034687,Seddentary,5
4681,87.15418680451967,100.0,2934.706319019208,4.876891512948527,Highly_Active,1
1197,70.80010396788272,99.68220960518205,1201.2717958945605,7.9165247231180444,Seddentary,7
4029,66.35924308859089,96.85574284658968,8358.255488523799,ERROR,Actve,3
2930,89.03820109316358,98.71957580643489,6611.8159429057305,9.557593340315586,Active,7
4582,94.18479623490981,99.17992268615421,5999.853094719829,6.104159987016725,Highly Active,9
3799,73.53478955308174,95.53420517620123,1411.1013250424623,6.940241344743527,Seddentary,5
3191,73.82250891754592,96.66416803307278,2131.349261970395,6.265889796784242,Seddentary,5
1608,94.0587090788299,97.51540346371272,6863.649647743216,7.49426211291001,Active,1
4272,92.38263235498087,98.23302267121346,6655.925677277766,3.2251994561256536,Actve,10
2147,90.47138531466223,100.0,5663.408412169656,4.384430886802476,Sedentary,7
1186,68.95903681629419,96.82118090148126,10231.331622959444,7.50284754982229,Sedentary,
4397,65.12297022096843,100.0,11798.837289764846,6.539781019871101,Actve,10
3511,99.54965587211083,99.14228252605908,2265.719894165272,3.4948123745338755,Highly_Active,10
4420,84.14566133455067,94.97949183349941,1200.5650835895508,5.548902580482257,Actve,2
2794,63.877827303809035,98.84607646934722,1572.230435197179,ERROR,Active,1
1659,73.40463003855304,100.0,2312.2644527645007,5.772357727665753,Active,8
3811,76.2745809239158,97.8094231995255,20661.816490178862,7.897333594924938,Actve,3
4002,73.41531178797482,96.7286987855947,1032.699193044019,8.38454066366215,Highly Active,3
2955,70.61612961689812,97.06624286665922,14769.968680764601,3.143186363957323,Highly Active,2
